0 10000
0 0
0 0
0 0
#VAC DFT+模型预测参数

0	0	0	0	100.00 	100.00 	100.00 	0.00 	0.00E+00	0.00E+00	0.00E+00	1.0000 
1	0	0	0	1.66 	1.66 	100.00 	1.56 	6.00E+12	6.00E+12	1.00E+00	2.7411 
2	0	0	0	1.66 	1.66 	1.46 	1.97 	7.56E+12	6.00E+09	1.00E+00	1.3706 
3	0	0	0	1.66 	1.66 	1.79 	2.25 	8.65E+12	6.00E+06	1.00E+00	0.9137 
4	0	0	0	1.66 	1.66 	2.64 	2.48 	9.52E+12	6.00E+03	1.00E+00	0.6853 
5	0	0	0	1.66 	1.66 	2.64 	2.67 	1.03E+13	6.00E+00	1.00E+00	0.5482 
6	0	0	0	1.66 	1.66 	2.97 	2.83 	1.09E+13	6.00E-03	1.00E+00	0.4569 
7	0	0	0	1.66 	1.66 	2.64 	2.98 	1.15E+13	6.00E-06	1.00E+00	0.3916 
8	0	0	0	1.66 	1.66 	3.16 	3.12 	1.20E+13	6.00E-09	1.00E+00	0.3426 
9	0	0	0	1.66 	1.66 	2.97 	3.24 	1.25E+13	6.00E-12	1.00E+00	0.3046 
10	0	0	0	1.66 	1.66 	2.97 	3.36 	1.29E+13	6.00E-15	1.00E+00	0.2741 
11	0	0	0	1.66 	1.66 	3.49 	3.47 	1.33E+13	6.00E-18	1.00E+00	0.2492 
12	0	0	0	1.66 	1.66 	2.97 	3.57 	1.37E+13	6.00E-21	1.00E+00	0.2284 
13	0	0	0	1.66 	1.66 	3.49 	3.67 	1.41E+13	6.00E-24	1.00E+00	0.2109 
14	0	0	0	1.66 	1.66 	4.14 	3.76 	1.45E+13	6.00E-27	1.00E+00	0.1958 
15	0	0	0	1.66 	1.66 	4.34 	3.85 	1.48E+13	6.00E-30	1.00E+00	0.1827 
16	0	0	0	1.66 	1.66 	2.97 	3.93 	1.51E+13	6.00E-33	1.00E+00	0.1713 
17	0	0	0	1.66 	1.66 	2.97 	4.01 	1.54E+13	6.00E-36	1.00E+00	0.1612 
18	0	0	0	1.66 	1.66 	3.49 	4.09 	1.57E+13	6.00E-39	1.00E+00	0.1523 
19	0	0	0	1.66 	1.66 	2.97 	4.16 	1.60E+13	6.00E-42	1.00E+00	0.1443 
20	0	0	0	1.66 	1.66 	3.82 	4.23 	1.63E+13	6.00E-45	1.00E+00	0.1371 
21	0	0	0	1.66 	1.66 	3.82 	4.30 	1.66E+13	6.00E-48	1.00E+00	0.1305 
22	0	0	0	1.66 	1.66 	4.34 	4.37 	1.68E+13	6.00E-51	1.00E+00	0.1246 
23	0	0	0	1.66 	1.66 	2.97 	4.44 	1.71E+13	6.00E-54	1.00E+00	0.1192 
24	0	0	0	1.66 	1.66 	4.14 	4.50 	1.73E+13	6.00E-57	1.00E+00	0.1142 
25	0	0	0	1.66 	1.66 	2.97 	4.56 	1.75E+13	6.00E-60	1.00E+00	0.1096 
26	0	0	0	1.66 	1.66 	3.49 	4.62 	1.78E+13	6.00E-63	1.00E+00	0.1054 
27	0	0	0	1.66 	1.66 	4.14 	4.68 	1.80E+13	6.00E-66	1.00E+00	0.1015 
28	0	0	0	1.66 	1.66 	4.34 	4.74 	1.82E+13	6.00E-69	1.00E+00	0.0979 
29	0	0	0	1.66 	1.66 	2.97 	4.79 	1.84E+13	6.00E-72	1.00E+00	0.0945 
30	0	0	0	1.66 	1.66 	3.82 	4.85 	1.86E+13	6.00E-75	1.00E+00	0.0914 
31	0	0	0	1.66 	1.66 	4.14 	4.90 	1.88E+13	6.00E-78	1.00E+00	0.0884 
32	0	0	0	1.66 	1.66 	4.34 	4.95 	1.90E+13	6.00E-81	1.00E+00	0.0857 
33	0	0	0	1.66 	1.66 	2.97 	5.00 	1.92E+13	6.00E-84	1.00E+00	0.0831 
34	0	0	0	1.66 	1.66 	3.82 	5.05 	1.94E+13	6.00E-87	1.00E+00	0.0806 
35	0	0	0	1.66 	1.66 	4.14 	5.10 	1.96E+13	6.00E-90	1.00E+00	0.0783 
36	0	0	0	1.66 	1.66 	4.34 	5.15 	1.98E+13	6.00E-93	1.00E+00	0.0761 
37	0	0	0	1.66 	1.66 	2.97 	5.20 	2.00E+13	6.00E-96	1.00E+00	0.0741 
38	0	0	0	1.66 	1.66 	3.95 	5.24 	2.02E+13	6.00E-99	1.00E+00	0.0721 
39	0	0	0	1.66 	1.66 	4.34 	5.29 	2.03E+13	6.00E-102	1.00E+00	0.0703 
40	0	0	0	1.66 	1.66 	4.34 	5.34 	2.05E+13	6.00E-105	1.00E+00	0.0685 
41	0	0	0	1.66 	1.66 	2.97 	5.38 	2.07E+13	6.00E-108	1.00E+00	0.0669 
42	0	0	0	1.66 	1.66 	3.82 	5.42 	2.09E+13	6.00E-111	1.00E+00	0.0653 
43	0	0	0	1.66 	1.66 	4.14 	5.47 	2.10E+13	6.00E-114	1.00E+00	0.0637 
44	0	0	0	1.66 	1.66 	4.34 	5.51 	2.12E+13	6.00E-117	1.00E+00	0.0623 
45	0	0	0	1.66 	1.66 	3.82 	5.55 	2.13E+13	6.00E-120	1.00E+00	0.0609 
46	0	0	0	1.66 	1.66 	4.34 	5.59 	2.15E+13	6.00E-123	1.00E+00	0.0596 
47	0	0	0	1.66 	1.66 	2.97 	5.63 	2.17E+13	6.00E-126	1.00E+00	0.0583 
48	0	0	0	1.66 	1.66 	4.47 	5.67 	2.18E+13	6.00E-129	1.00E+00	0.0571 
